Issue Type,Issue key,Issue id,Summary,Custom field (Story Points),Status,Updated,Created,Priority,Resolution,Custom field (Resolution / Mitigation Solution),Custom field (Vertical),Custom field (Responsible Team),Custom field (Client),Custom field (Client),Custom field (Root cause (text))
Task,POSTRCA-31766,15884240,[Exec - Ashwani Bhardwaj] : Xumo - Boot Up - Device waking up without any user action,,Closed,"Feb 18, 2026 1:35 PM","Jan 26, 2026 9:29 AM",Major/Medium,Won't Fix/Complete,Shared the details with the Exec to request for a replacement device. ,IP Video,,,,Faulty remote/device. 
Task,POSTRCA-31837,16056528,Spike in stream init failures and broken streams in SE region on 2/16,,Closed,"Feb 18, 2026 10:52 AM","Feb 17, 2026 3:03 PM",Major/Medium,Won't Fix/Complete,Short spikes of Stream failures caused by possible provider and network events,IP Video,,,,Short spikes of Stream failures caused by possible provider and network events
Task,POSTRCA-31894,16206718,Spike in broken streams on 3/5,,Closed,"Mar 10, 2026 11:31 AM","Mar 9, 2026 1:57 PM",Major/Medium,Won't Fix/Complete,Short spikes of broken streams across few channels that got self-cleared,IP Video,,,,"Seems to be provider issue for BET, Bravo and The Weather channel that caused the short spikes of broken streams"
Task,POSTRCA-31817,15995853,Roku PLTV Resume Buffer After Pause Jump Live Losing Spot/Short Buffer Window,,Closed,"Mar 10, 2026 12:44 PM","Feb 10, 2026 5:31 AM",Major/Medium,Fixed/Completed,Since deployment of 16.1.0 I have not been able to reproduce issue STVROKURSG-10000 with or without the screensaver enabled or STVROKURSG-10001 for do you want to continue watching.  Closing,IP Video,,,,Since deployment of 16.1.0 I have not been able to reproduce issue STVROKURSG-10000 with or without the screensaver enabled or STVROKURSG-10001 for do you want to continue watching.  Closing
Task,POSTRCA-31753,15846837,Western region elevated cDVR downshifting starting on 1/12,,Closed,"Jan 28, 2026 7:48 AM","Jan 20, 2026 2:25 PM",Major/Medium,Fixed/Completed,Since put in Maintenance Mode under INC000035732192 on 1/16 and APS fixed Kube-Proxy issues in the CaaS infrastructure MOS has been good.  Since back online looks stable closing ticket. ,IP Video,,,,Since put in Maintenance Mode under INC000035732192 on 1/16 and APS fixed Kube-Proxy issues in the CaaS infrastructure MOS has been good.  Since back online looks stable closing ticket. 
Task,POSTRCA-30815,12957059,SCI000012433700 - STVA-cDVR-Guide doesn't have red dot for titles scheduled to record,,Closed,"Feb 9, 2026 12:09 PM","Jan 17, 2025 2:57 AM",Major/Medium,Fixed/Completed,Software fix,IP Video,,,,Software bug
Task,POSTRCA-31849,16075127,buyFlowEntitlementPackageV5 api decrease in success rate on 2/18,,Closed,"Feb 19, 2026 1:48 PM","Feb 19, 2026 11:59 AM",Major/Medium,Fixed/Completed,"Soma, Achyuth added a comment - Feb 19, 2026 1:43 PM
The issue originated post-deployment of CSS/ATTOS/SOM/LUI 9.1.3 Production Release. BuyFlow Middle errors began at 12 AM MST on 02/18 due to missing ""Level of Service"" in the attos-api/v2/session/account response and CSS failing to return TV Addon Offers for existing video accounts.

The CSS Dev team found that missing package code administration was the root cause. The fix (MER-35475) was deployed to production last night, and error rates have since declined.",IP Video,,,,"Soma, Achyuth added a comment - Feb 19, 2026 1:43 PM
The issue originated post-deployment of CSS/ATTOS/SOM/LUI 9.1.3 Production Release. BuyFlow Middle errors began at 12 AM MST on 02/18 due to missing ""Level of Service"" in the attos-api/v2/session/account response and CSS failing to return TV Addon Offers for existing video accounts.

The CSS Dev team found that missing package code administration was the root cause. The fix (MER-35475) was deployed to production last night, and error rates have since declined."
Task,POSTRCA-31730,15758031,Drop in App Entry score at 10:00am on 1/4,,Closed,"Jan 13, 2026 10:53 AM","Jan 6, 2026 2:06 PM",Major/Medium,Fixed/Completed,"Soma, Achyuth added a comment - Jan 8, 2026 1:40 PM
Noticed a sudden surge in authentication requests (AutoAccess/Manual Auth/Device Verifier) across all clients on 01/04 between 10:52 AM and 10:56 AM MT (4-minute window). All requests failed with invalid token, invalid credentials, and IO_ERROR responses. While this appears to be automated bot activity, no specific pattern or concentration of requests from a single IP/device was identified to definitively confirm this assessment.",IP Video,,,,"Soma, Achyuth added a comment - Jan 8, 2026 1:40 PM
Noticed a sudden surge in authentication requests (AutoAccess/Manual Auth/Device Verifier) across all clients on 01/04 between 10:52 AM and 10:56 AM MT (4-minute window). All requests failed with invalid token, invalid credentials, and IO_ERROR responses. While this appears to be automated bot activity, no specific pattern or concentration of requests from a single IP/device was identified to definitively confirm this assessment."
Task,POSTRCA-31459,14997073,"SpectrumU:Sign-On Failures | We're sorry, something didn't work quite right. Please try again",,Closed,"Jan 12, 2026 10:33 AM","Sep 24, 2025 2:55 PM",Major/Medium,Fixed/Completed,SpecU issue resolved by PINXT-27606,IP Video,,,,SpecU issue resolved by PINXT-27606
Task,POSTRCA-31831,16042733,Spike in stream init failures and broken streams during maintenance window on 2/13,,Closed,"Feb 19, 2026 2:51 PM","Feb 16, 2026 10:53 AM",Major/Medium,Fixed/Completed,"Spike was short lived during maintenance window. It subsided on its own.
Majorly impacted channels: Oxygen True Crime, USA, Golf Channel, SyFy and E!
All these channels are owned by Versant (formerly part of NBCUniversal) ",IP Video,,,,"Spike was short lived during maintenance window. It subsided on its own.
Majorly impacted channels: Oxygen True Crime, USA, Golf Channel, SyFy and E!
All these channels are owned by Versant (formerly part of NBCUniversal) "
Task,POSTRCA-31862,16104090,Spike in stream init failures and broken streams in Northwest on 2/23,,Closed,"Mar 5, 2026 8:15 AM","Feb 24, 2026 9:28 AM",Major/Medium,Fixed/Completed,Spike was short-lived & subsided on its own.,IP Video,,,,Spike was short-lived & subsided on its own.
Task,POSTRCA-31582,15337402,SCI000012527548 - cannot log in with provider via cbs.com or cbs app,,Closed,"Jan 9, 2026 9:28 AM","Nov 3, 2025 9:58 PM",Major/Medium,Fixed/Completed,TVE DB Updated with RESVIDCORELA006,Traditional Video,,,,TVE DB missing RESVIDCORELA006. Other than TWC-TVE there is no way to tell what is on the TVE DB.
Task,POSTRCA-31732,15760645,TVE - Customer is unable to access TVE for CBS Sports/Fox One,,Closed,"Jan 26, 2026 10:03 AM","Jan 7, 2026 6:37 AM",Major/Medium,Fixed/Completed,TVE DB update,IP Video,,,,TVE DB missing bill codes
Task,POSTRCA-30891,13232474,SCI000012453417 - TVE - Univision - Subscription error,,Closed,"Jan 9, 2026 1:48 PM","Feb 25, 2025 4:49 AM",Major/Medium,Fixed/Completed,TVE DB updates,IP Video,,,,TVE DB requires manual updates. It was not aligned with current entitling ESC codes. That process needs to be fixed. But the entire system may change this year. 
Task,POSTRCA-30512,12276494,SamsungTV - Sleep Timer options(Always On) for SCS & Bulk customers,,Closed,"Feb 9, 2026 12:05 PM","Oct 3, 2024 2:58 PM",Major/Medium,Fixed/Completed,TVSDK DEV working on a fix and it is being tracked under STVTVSDK-12984.,IP Video,,,,TVSDK DEV working on a fix and it is being tracked under STVTVSDK-12984.
Task,POSTRCA-31689,15645370,Detraction on the lanternLiveUrlFetchV5 and lanternFocLiveLicense api's starting on 12/1,,Closed,"Jan 8, 2026 1:54 PM","Dec 12, 2025 11:47 AM",Major/Medium,Fixed/Completed,Target response time for lanternFocLiveLicense was updated to 0.5 seconds.,IP Video,,,,Target response time for lanternFocLiveLicense was updated to 0.5 seconds.
Task,POSTRCA-31738,15785743,cDVR api response time increase and tune time detraction 1/8,,Closed,"Jan 16, 2026 11:51 AM","Jan 9, 2026 2:17 PM",Major/Medium,Fixed/Completed,"The CDVR performance issue between 5:00-8:10 PM MDT was caused by uneven traffic distribution where 3-5 pods out of 10+ handled disproportionate load during peak hours, leading to high CPU usage that triggered HPA auto-scaling attempts at 5PM, 6PM, and 8PM (initially failing due to resource constraints but eventually succeeding). The only atypical configuration was that the Blue cluster remained at production scale levels throughout the incident instead of passive levels, and was downscaled the following day. Juan (Dev) is investigating the uneven pod distribution pattern, which has been observed historically despite round-robin load balancing configuration, while Salberg (IPVC) continues working on optimization solutions.",IP Video,,,,"The CDVR performance issue between 5:00-8:10 PM MDT was caused by uneven traffic distribution where 3-5 pods out of 10+ handled disproportionate load during peak hours, leading to high CPU usage that triggered HPA auto-scaling attempts at 5PM, 6PM, and 8PM (initially failing due to resource constraints but eventually succeeding). The only atypical configuration was that the Blue cluster remained at production scale levels throughout the incident instead of passive levels, and was downscaled the following day. Juan (Dev) is investigating the uneven pod distribution pattern, which has been observed historically despite round-robin load balancing configuration, while Salberg (IPVC) continues working on optimization solutions."
Task,POSTRCA-31801,15967506,STVA - geoZip = 0 causing the In Market channels as OOH,,Closed,"Feb 12, 2026 6:25 AM","Feb 5, 2026 5:43 AM",Major/Medium,Fixed/Completed,"The DLOC service identified this IP as anonymous in the MAXMIND anonymous IP file and returned zipcode as ""0"". We cannot remove the IP from MAXMIND's anonymous IP database. Rebooting the modem should assign a new public IP address, which may not be listed in MAXMIND's anonymous IP database and could resolve the issue. ",IP Video,,,,"The DLOC service identified this IP as anonymous in the MAXMIND anonymous IP file and returned zipcode as ""0"". We cannot remove the IP from MAXMIND's anonymous IP database. Rebooting the modem should assign a new public IP address, which may not be listed in MAXMIND's anonymous IP database and could resolve the issue."
Task,POSTRCA-31672,15581851,STVA(cDVR) - WCD-1006 Timeout Error for Customers with Large Recordings,,Closed,"Mar 5, 2026 1:43 PM","Dec 4, 2025 4:11 AM",Major/Medium,Fixed/Completed,The NNS development team confirmed that the fix for this issue was deployed to production this morning (03/05). We should no longer see this issue. Please let me know if you notice any new reports.,IP Video,,,,The NNS development team confirmed that the fix for this issue was deployed to production this morning (03/05). We should no longer see this issue. Please let me know if you notice any new reports.
Task,POSTRCA-31746,15814850,The SRGM update caused bit rate downshifting affecting west coast latency starting on 1/12,,Closed,"Jan 15, 2026 2:20 PM","Jan 14, 2026 2:03 PM",Major/Medium,Fixed/Completed,The bit rate downshifting is being covered under INC000035732192 that was opened on 1/15. ,IP Video,,,,The bit rate downshifting is being covered under INC000035732192 that was opened on 1/15. 
Task,POSTRCA-9001,6278789,Analysis Request: KPI reduction of schedules,,Closed,"Mar 12, 2026 1:18 PM","Jan 19, 2022 3:28 PM",Major/Medium,Fixed/Completed,"The current mitigation is to have IPVC kill the bad pods causing this spike. 
Fixed in latest dvr service release and SGC code",Traditional Video,,,,S/W bug
Task,POSTRCA-9005,6374387,Analysis Request: KPI reduction of DVR Deletes,,Closed,"Mar 12, 2026 1:18 PM","Feb 7, 2022 4:31 PM",Major/Medium,Fixed/Completed,The current mitigation is to have IPVC kill the bad pods which will help solve the issue for the customers. Fixed in dvr service code and latest SGC> ,Traditional Video,,,,S/W bug
Task,POSTRCA-31180,14004427,STVA - Guide shows wrong time on Vizio TV,,Closed,"Mar 3, 2026 3:08 PM","Jun 5, 2025 8:23 AM",Major/Medium,Fixed/Completed,The fix for this issue was fully deployed (100% rollout) by 12/05 and has been resolved. Closing this ticket.,IP Video,,,,The fix for this issue was fully deployed (100% rollout) by 12/05 and has been resolved. Closing this ticket.
Task,POSTRCA-31684,15625580,Assist PI NXT Team in testing BULK MDU accounts for Websocket Register calls,,Closed,"Jan 27, 2026 10:11 AM","Dec 10, 2025 11:35 AM",Major/Medium,Fixed/Completed,The fix was deployed to prod with PINXT 1.12.0 release. VPNS websocket register 400 errors have been eliminated since the weekend.,IP Video,,,,The fix was deployed to prod with PINXT 1.12.0 release. VPNS websocket register 400 errors have been eliminated since the weekend.
Task,POSTRCA-31611,15394054,AppleTV : Enable Scheduled Recordings View When No Recordings Exist,,Closed,"Mar 5, 2026 1:38 PM","Nov 10, 2025 1:27 PM",Major/Medium,Fixed/Completed,The iOS development team confirmed that the fix for this issue has been deployed to production. The changes were made to the Recordings swimlane in MyLibrary. The Home section was left unchanged for now.,IP Video,,,,The iOS development team confirmed that the fix for this issue has been deployed to production. The changes were made to the Recordings swimlane in MyLibrary. The Home section was left unchanged for now.
Task,POSTRCA-29297,10162553,Multiple api drop on Samsung TV and Xbox on 12/7,,Closed,"Feb 9, 2026 12:12 PM","Dec 11, 2023 10:18 AM",Major/Medium,Fixed/Completed,The impact on 12/07 was caused by the NNS deployment and there has not been any error spike for this API since then.,IP Video,,Samsung TV,Xbox,The impact on 12/07 was caused by the NNS deployment and there has not been any error spike for this API since then.
Task,POSTRCA-18438,9266305,Samsung Stream Init failure spike since 7/26,,Closed,"Feb 9, 2026 12:07 PM","Jul 31, 2023 11:18 AM",Major/Medium,Fixed/Completed,The issue is now resolved.,IP Video,,Samsung TV,,The issue is now resolved.
Task,POSTRCA-8873,5781408,"GDVR-2009 spikes on specific episodes (10/5, 10/12, 10/19, 10/21, 10/28)",,Closed,"Mar 12, 2026 1:17 PM","Oct 6, 2021 1:29 PM",Major/Medium,Fixed/Completed,"The recordings is already available on the box, customer has to wait for the box to record the same.",Traditional Video,,,,S/w Fix
Task,POSTRCA-29843,10975520,Drop-in the success rate on the tdcsinform api on Xbox on 3/24,,Closed,"Feb 9, 2026 12:12 PM","Mar 25, 2024 1:23 PM",Major/Medium,Fixed/Completed,"The spike happens each night, part of the regular fluctuation. ",IP Video,,Xbox,,"The spike happens each night, part of the regular fluctuation. "
Task,POSTRCA-31715,15695691,Xumo - ES1 - STVA - Startup channel not working,,Closed,"Mar 1, 2026 11:56 AM","Dec 22, 2025 1:49 AM",Major/Medium,Fixed/Completed,"The startup channel behavior on Xumo differs from other clients (Samsung TV, Roku). On Xumo, exiting the app via the UI (Exit button → ""Yes"" confirmation) only backgrounds the application and launches it on the last viewed channel. According to the development team, the app is only completely terminated during nightly reboots or user signout. Both pressing the Xumo remote ""Home"" button and exiting via the UI (Exit button → ""Yes"" confirmation) result in backgrounding the app.",IP Video,,,,"The startup channel behavior on Xumo differs from other clients (Samsung TV, Roku). On Xumo, exiting the app via the UI (Exit button → ""Yes"" confirmation) only backgrounds the application and launches it on the last viewed channel. According to the development team, the app is only completely terminated during nightly reboots or user signout. Both pressing the Xumo remote ""Home"" button and exiting via the UI (Exit button → ""Yes"" confirmation) result in backgrounding the app."
Task,POSTRCA-29777,10882632,Drop in the success rate on the postOAuthVideoDeviceVerifierAuthV2 on Xbox on 3/10,,Closed,"Feb 9, 2026 12:12 PM","Mar 13, 2024 8:16 AM",Major/Medium,Fixed/Completed,The success rate is back to baseline numbers.,IP Video,,Xbox,,The success rate is back to baseline numbers.
Task,POSTRCA-31900,16223826,Spike in stream init failures and broken streams in Idaho on 3/10,,Closed,"Mar 12, 2026 11:03 AM","Mar 11, 2026 10:51 AM",Major/Medium,Fixed/Completed,"The timeframe mentioned in the ticket, there was a spike in AL and TN.
There was a larger spike across the southeast which was attributed to INC000036244627 [fiber cut]",IP Video,,,,"The timeframe mentioned in the ticket, there was a spike in AL and TN.
There was a larger spike across the southeast which was attributed to INC000036244627 [fiber cut]"
Task,POSTRCA-31904,16228548,Spike in cDVR playback failures on Roku and Xumo in Ohio on 3/10,,Closed,"Mar 17, 2026 11:05 AM","Mar 11, 2026 4:00 PM",Major/Medium,Fixed/Completed,"There appeared to be impact to Linear and PLTV as well. PLTV issues subsided quickly, but Linear/CDVR remained elevated until approximately 23:00. I found three INCs for playback failures during this time.

INC000036248713 was for CDVR out of Peakview and was opened and closed as a software bug on the cDVR packager (VMWARE host: PVDCCO-CDVR-SY-SRM-1018.SPECTRUM.COM). It’s unclear whether this device is related to the ongoing CAAS issue bug we’ve seen in the past. I don’t see a clear for that incident from Vitria until 22:00.

IPVD is not aware of any root cause on their side, and there is no definitive INC/CHG identified as the cause, but it is likely related to the above incident.

The other two were closed with Issue Self Cleared and No Trouble Found. 
-INC000036248713 : cDVR Play Incident - Failing Streams. INC opened and closed with software bug on cDVR packager, (VMWARE) PVDCCO-CDVR-SY-SRM-1018.SPECTRUM.COM.
-INC000036245202 : Eastern NC | STVA Watch Incident | Steam INIT Failures. Closed as No Trouble Found
-INC000036242475 : National | Multiple Services | STVA Stream Init Incident. Closed with Issue Self Resolved",IP Video,,,,"There appeared to be impact to Linear and PLTV as well. PLTV issues subsided quickly, but Linear/CDVR remained elevated until approximately 23:00. I found three INCs for playback failures during this time.

INC000036248713 was for CDVR out of Peakview and was opened and closed as a software bug on the cDVR packager (VMWARE host: PVDCCO-CDVR-SY-SRM-1018.SPECTRUM.COM). It’s unclear whether this device is related to the ongoing CAAS issue bug we’ve seen in the past. I don’t see a clear for that incident from Vitria until 22:00.

IPVD is not aware of any root cause on their side, and there is no definitive INC/CHG identified as the cause, but it is likely related to the above incident.

The other two were closed with Issue Self Cleared and No Trouble Found. 
-INC000036248713 : cDVR Play Incident - Failing Streams. INC opened and closed with software bug on cDVR packager, (VMWARE) PVDCCO-CDVR-SY-SRM-1018.SPECTRUM.COM.
-INC000036245202 : Eastern NC | STVA Watch Incident | Steam INIT Failures. Closed as No Trouble Found
-INC000036242475 : National | Multiple Services | STVA Stream Init Incident. Closed with Issue Self Resolved

 "
Task,POSTRCA-8777,5631207,R5 QAM: DVR Sync related error increase,,Closed,"Mar 12, 2026 1:16 PM","Sep 3, 2021 9:19 AM",Critical/High,Fixed/Completed,"There is no Mitigation, customers have to wait for sometime and relaunch the guide. If the sync completes by the time customer launches the guide, they will not see any issues.",Traditional Video,,,,S/W fix with SGC 5.7.4 / SGA 7.1.2
Task,POSTRCA-31884,16173991,Elevated stream init failures and broken streams on 3/3,,Closed,"Mar 16, 2026 4:24 PM","Mar 4, 2026 1:03 PM",Major/Medium,Fixed/Completed,"There were multiple spikes during this timeframe which subsided on their own:
cdvr/Shifted Linear from 6am - 9 am , Maybe related to INC000036169878 
WBNX starting around 8:45 to 9:35 ; could see an INC for this INC000036170993 [Provider Issue]
WOCV ; could find INC [INC000036165120] for this
There was another spike for BET could not find an INC for this.",IP Video,,,,"There were multiple spikes during this timeframe which subsided on their own:
cdvr/Shifted Linear from 6am - 9 am , Maybe related to INC000036169878 
WBNX starting around 8:45 to 9:35 ; could see an INC for this INC000036170993 [Provider Issue]
WOCV ; could find INC [INC000036165120] for this
There was another spike for BET could not find an INC for this."
Task,POSTRCA-31370,14572354,HDMI Source on SamsungTV unexpectedly switched to COX  TV,,Closed,"Mar 10, 2026 11:01 AM","Aug 15, 2025 10:32 AM",Major/Medium,Fixed/Completed,"This issue was reported on social media and escalated to the TVSDK Dev team. While acknowledged, no action has been taken and no follow-up with Samsung TV/Cox has occurred. Closing this ticket as the issue self-resolved and is outside our current scope of responsibility.",IP Video,,,,"This issue was reported on social media and escalated to the TVSDK Dev team. While acknowledged, no action has been taken and no follow-up with Samsung TV/Cox has occurred. Closing this ticket as the issue self-resolved and is outside our current scope of responsibility."
Task,POSTRCA-31076,13739691,TVE - Unable  to login to Max Getting Something Went wrong,,Closed,"Feb 4, 2026 1:35 AM","May 1, 2025 7:27 AM",Major/Medium,Fixed/Completed,"This ticket tracked accounts affected by ""Something Went Wrong"" login errors. Individual SCI issues must be addressed with WBD/MAX teams on a case-by-case basis. Closing this ticket as it remains tagged without actionable resolution. Contact me with any questions.",Seamless Ent,,,,"This ticket tracked accounts affected by ""Something Went Wrong"" login errors. Individual SCI issues must be addressed with WBD/MAX teams on a case-by-case basis. Closing this ticket as it remains tagged without actionable resolution. Contact me with any questions."
Task,POSTRCA-8691,5112060,Tracking AMS cluster split-brain issues,,Pending Fix,"Feb 3, 2026 3:50 PM","May 12, 2021 12:00 PM",Major/Medium,,Tomcat Rolling restart,Traditional Video,,,,
Task,POSTRCA-31937,16346270,[Roku] [Multi-View] Unable to navigate away from the March Madness multi-view notification on ROKU,,In Progress,"Mar 26, 2026 3:09 PM","Mar 26, 2026 3:04 PM",Major/Medium,,Tracked in INC000036376038. ,IP Video,,,,
Task,POSTRCA-31337,14519455,Spectrum Guide CAS-CHANNEL-NOT-AUTHORIZED Spikes,,Closed,"Jan 22, 2026 4:08 PM","Aug 8, 2025 4:04 PM",Trivial,Fixed/Completed,Tracking.,Traditional Video,,,,Tracking.
Task,POSTRCA-31712,15687643,TVE - Unable to access sportnet la app,,Closed,"Mar 23, 2026 10:51 AM","Dec 19, 2025 4:24 AM",Major/Medium,Fixed/Completed,"Troubleshooting Steps: what all did we check?
Worked with TVE Product to determine next steps
Checked entitlement packages [EP] and source information within ACE
Resolution: what lead to the resolution?
Created INC to have ACE updated. ",Seamless Ent,,,,ACE configuration
Task,POSTRCA-8275,3920171,Guide launch failures caused by STBStreamFailure ,,Deployment In Progress,"Mar 23, 2026 11:17 AM","Sep 1, 2020 8:38 AM",Major/Medium,,Try Re-launching guide/session,Traditional Video,,Set Top Box,,
Task,POSTRCA-31811,15986500,SCI000012552455 - Scrubbing / PIP is not working and thumbnail is stuck on only one image,,Closed,"Mar 3, 2026 2:57 PM","Feb 9, 2026 2:42 AM",Major/Medium,Fixed/Completed,Unable to Replicate - Not seeing any Crash related logs,IP Video,,,,"NA, Unable to Replicate "
Task,POSTRCA-31587,15347257,Pfeiffer University : SpecU App Home Page Loading Issue - Grayed Out Options with Spinning Wheel,,Closed,"Jan 16, 2026 1:08 PM","Nov 4, 2025 2:59 PM",Major/Medium,Fixed/Completed,Unable to confirm if the issue persists as no response has been received from the reporting agent since instructions were provided last month. Closing this ticket due to inactivity. Will create a new ticket if the customer reports the issue again.,IP Video,,,,Unable to confirm if the issue persists as no response has been received from the reporting agent since instructions were provided last month. Closing this ticket due to inactivity. Will create a new ticket if the customer reports the issue again.
Task,POSTRCA-31591,15351639,SCI000012530891 - cx unable to sign in into vix,,Closed,"Mar 13, 2026 10:31 AM","Nov 5, 2025 8:04 AM",Major/Medium,Fixed/Completed,Unable to contact customer,Seamless Ent,,,,Unable to contact customer
Task,POSTRCA-29993,11345288,OV-PPV-NA errors seen over several days need investigation,,Closed,"Jan 22, 2026 4:06 PM","May 8, 2024 2:21 PM",Minor/Low,Won't Fix/Complete,"Unable to gather logs. VPO cannot help with this request. 
If STB logs are gathered while the error is present, we can escalate to VPT. ",Traditional Video,SE,,,Unknown
Task,POSTRCA-31865,16108623,CTVA DVR site controller MOS at 78% MOS on 2/23,,Closed,"Mar 2, 2026 1:28 PM","Feb 24, 2026 1:37 PM",Major/Medium,Fixed/Completed,Unable to locate CTVA DVR site on map. Errors appear to be back at baseline on 2/24.,IP Video,,,,Unable to locate CTVA DVR site on map. Errors appear to be back at baseline on 2/24.
Task,POSTRCA-31791,15953145,TBDX DVR site controller at 77% MOS on 2/2,,Closed,"Feb 4, 2026 1:51 PM","Feb 3, 2026 1:40 PM",Major/Medium,Fixed/Completed,Unknown,IP Video,,,,Unknown
Task,POSTRCA-31873,16126371,Spike in stream init failures and broken streams on 2/25,,Closed,"Mar 2, 2026 1:06 PM","Feb 26, 2026 10:21 AM",Major/Medium,Fixed/Completed,Unknown,IP Video,,,,Unknown - self-healed
Task,POSTRCA-31925,16300225,Spike in stream init failures and broken streams in CA on 3/19,,Closed,"Mar 27, 2026 10:06 AM","Mar 20, 2026 3:00 PM",Major/Medium,Fixed/Completed,Unknown,IP Video,,,,Unknown
Task,POSTRCA-30941,13341474,device/stb/tcaccept:GET failures - High frequency - Spectrum Guide,,Closed,"Jan 16, 2026 10:40 AM","Mar 11, 2025 11:36 AM",Major/Medium,Fixed/Completed,Unknown,Traditional Video,ENG,,,Unknown
Task,POSTRCA-31711,15687637,STVA - Customer is not receiving their CH# 9 NBC (KKCO) HD (in-market) and CH# 10 ABC (KJCT) HD (in-market) on their Samsung TV,,Closed,"Mar 1, 2026 11:26 AM","Dec 19, 2025 3:34 AM",Major/Medium,Fixed/Completed,"Unsure if any changes were made, see successful playback while in-market (OOH)",IP Video,,,,"Unsure if any changes were made, see successful playback while in-market (OOH)"
Task,POSTRCA-8785,5736979,EPG outage on 09/25 impacting all DVR functionalities,,Closed,"Mar 12, 2026 10:28 AM","Sep 27, 2021 7:06 PM",Major/Medium,Fixed/Completed,Update AMS oracle to set empty tms id records to hold some dummy value 1,Traditional Video,,,,S/W fix
Task,POSTRCA-31714,15695327,"STVA: Weather channel shows la air port west Hollywood, beach area not his area",,Closed,"Feb 12, 2026 10:11 AM","Dec 20, 2025 11:38 PM",Major/Medium,Fixed/Completed,VO Fix Action,IP Video,,,,ACE Content Group Misconfiguration 
Task,POSTRCA-31717,15702945,"TVE | oxygenTV | No Access",,Closed,"Jan 20, 2026 12:06 PM","Dec 23, 2025 2:09 AM",Major/Medium,Fixed/Completed,VOINTAKE-73259 / ACE updates,Seamless Ent,,,,ACE misconfiguration 
Task,POSTRCA-9419,8040192,Customer is observing latency of up-to 5 seconds during Live playback and DVR playback after trick plays.,,Closed,"Mar 12, 2026 10:28 AM","Dec 30, 2022 8:12 AM",Major/Medium,Won't Fix/Complete,VPE-2308,Traditional Video,,No Client,,VPE-2308
Task,POSTRCA-31744,15806711,STVA : Settings : Unclear instructions for customer to set up purchase pin on Xumo,,Closed,"Feb 19, 2026 3:12 PM","Jan 13, 2026 3:29 PM",Major/Medium,Fixed/Completed,Verified that the text for purchase control setting is updated with STVA app version 32.25.1,IP Video,,,,Fixed with STVA App version 32.25.1
Task,POSTRCA-31763,15878490,Spike in stream init failures and broken streams in NC on 1/22,,Closed,"Feb 2, 2026 8:06 AM","Jan 23, 2026 2:53 PM",Major/Medium,Fixed/Completed,"Vitria created INC000035790767 which was related to INC000035790387  TS loss for WNCN from the provider DCM - http://104.138.0.171/service/overview. Self Cleared, Provider issue and alarms cleared on DCM.",IP Video,,,,"Vitria created INC000035790767 which was related to INC000035790387  TS loss for WNCN from the provider DCM - http://104.138.0.171/service/overview. Self Cleared, Provider issue and alarms cleared on DCM."
Task,POSTRCA-30974,13425268,MAX App prompts to login again for each session,,Closed,"Jan 16, 2026 12:55 PM","Mar 21, 2025 12:18 AM",Major/Medium,Fixed/Completed,"We no longer see this issue, the last customer reported issue was in November. Closing Ticket.

",IP Video,,,,"We no longer see this issue, the last customer reported issue was in November. Closing Ticket."
Task,POSTRCA-31193,14049135,"ALCO | SDV-SRV-INIT-TIMEOUT ",,Closed,"Jan 13, 2026 2:12 PM","Jun 11, 2025 7:48 AM",Major/Medium,Fixed/Completed,"We see that most recent tunes have been successful or are not failing due to ""SDV-SRV-INIT-TIMEOUT""
If the issue isn't occurring, then VPO cannot gather logs to determine the cause. ",Traditional Video,,,,"* malfunction in SDV server
 * discrepancy in lineup: stb thinks the channel is sdv, but sdv server thinks the channel is not sdv


 
h3.  "
Task,POSTRCA-31729,15757553,STVA : Apple TV Force-Tuning to FOX 4K Instead of Configured Startup Channel,,Closed,"Jan 16, 2026 10:35 AM","Jan 6, 2026 1:43 PM",Major/Medium,Fixed/Completed,We turned off autotune on Monday(01/12) for app version 3.38. On Wed(01/14) we released app version 3.39.1 with the fix and reenabled autotune.,IP Video,,,,We turned off autotune on Monday(01/12) for app version 3.38. On Wed(01/14) we released app version 3.39.1 with the fix and reenabled autotune.
